Date,Time,Open,High,Low,Close,Volume
2024-07-03,03:00:00,220.0,220.0,219.87,219.87,5.36
2024-07-03,03:01:00,219.87,219.87,219.83,219.87,6.94
2024-07-03,03:02:00,219.87,219.87,219.87,219.87,2.94
2024-07-03,03:03:00,219.87,219.87,219.87,219.87,0.0
2024-07-03,03:04:00,219.82,219.82,219.82,219.82,5.1
2024-07-03,03:05:00,219.7,219.7,219.68,219.68,4.67
2024-07-03,03:06:00,219.68,219.68,219.68,219.68,0.0
2024-07-03,03:07:00,219.68,219.68,219.68,219.68,0.0
2024-07-03,03:08:00,219.68,219.68,219.68,219.68,0.0
2024-07-03,03:09:00,219.68,219.68,219.68,219.68,0.0
2024-07-03,03:10:00,219.68,219.68,219.68,219.68,0.0
2024-07-03,03:11:00,219.68,219.68,219.68,219.68,0.0
2024-07-03,03:12:00,219.8,219.8,219.8,219.8,1.28
2024-07-03,03:13:00,219.76,219.76,219.76,219.76,1.0
2024-07-03,03:14:00,219.76,219.76,219.76,219.76,0.0
2024-07-03,03:15:00,219.76,219.76,219.76,219.76,0.0
2024-07-03,03:16:00,219.79,219.79,219.79,219.79,1.0
2024-07-03,03:17:00,219.8,219.8,219.66,219.66,14.5
2024-07-03,03:18:00,219.66,219.66,219.66,219.66,0.0
2024-07-03,03:19:00,219.74,219.74,219.74,219.74,1.02
2024-07-03,03:20:00,219.73,219.83,219.73,219.83,2.0
2024-07-03,03:21:00,219.75,219.75,219.75,219.75,1.0
2024-07-03,03:22:00,219.75,219.75,219.75,219.75,0.0
2024-07-03,03:23:00,219.75,219.75,219.75,219.75,0.0
2024-07-03,03:24:00,219.75,219.75,219.75,219.75,0.0
2024-07-03,03:25:00,219.75,219.75,219.75,219.75,0.0
2024-07-03,03:26:00,219.75,219.75,219.75,219.75,0.0
2024-07-03,03:27:00,219.75,219.75,219.75,219.75,0.0
2024-07-03,03:28:00,219.75,219.75,219.75,219.75,0.0
2024-07-03,03:29:00,219.84,219.84,219.84,219.84,3.9
2024-07-03,03:30:00,219.84,219.84,219.84,219.84,0.0
2024-07-03,03:31:00,219.84,219.84,219.84,219.84,0.0
2024-07-03,03:32:00,219.76,219.76,219.76,219.76,1.0
2024-07-03,03:33:00,219.79,219.79,219.79,219.79,1.4
2024-07-03,03:34:00,219.79,219.79,219.79,219.79,0.0
2024-07-03,03:35:00,219.79,219.79,219.79,219.79,0.0
2024-07-03,03:36:00,219.79,219.79,219.79,219.79,0.0
2024-07-03,03:37:00,219.75,219.75,219.7,219.7,3.37
2024-07-03,03:38:00,219.7,219.7,219.7,219.7,0.0
2024-07-03,03:39:00,219.71,219.71,219.7,219.7,2.39
2024-07-03,03:40:00,219.7,219.7,219.7,219.7,1.65
2024-07-03,03:41:00,219.7,219.7,219.7,219.7,0.0
2024-07-03,03:42:00,219.73,219.73,219.73,219.73,9.37
2024-07-03,03:43:00,219.68,219.68,219.68,219.68,1.0
2024-07-03,03:44:00,219.69,219.69,219.6,219.6,2.0
2024-07-03,03:45:00,219.6,219.6,219.6,219.6,0.0
2024-07-03,03:46:00,219.6,219.6,219.6,219.6,0.0
2024-07-03,03:47:00,219.68,219.74,219.68,219.74,13.69
2024-07-03,03:48:00,219.74,219.74,219.74,219.74,2.0
2024-07-03,03:49:00,219.81,219.85,219.81,219.85,4.87
2024-07-03,03:50:00,219.85,219.85,219.8,219.8,9.58
2024-07-03,03:51:00,219.73,219.83,219.73,219.83,38.97
2024-07-03,03:52:00,219.83,219.83,219.83,219.83,0.0
2024-07-03,03:53:00,219.83,219.83,219.83,219.83,0.0
2024-07-03,03:54:00,219.79,219.79,219.53,219.53,17.35
2024-07-03,03:55:00,219.58,219.61,219.58,219.61,5.0
2024-07-03,03:56:00,219.61,219.61,219.61,219.61,0.0
2024-07-03,03:57:00,219.7,219.7,219.7,219.7,29.88
2024-07-03,03:58:00,219.7,219.7,219.7,219.7,0.0
2024-07-03,03:59:00,219.7,219.7,219.7,219.7,0.0
2024-07-03,04:00:00,219.7,219.7,219.7,219.7,0.0
2024-07-03,04:01:00,219.62,219.62,219.62,219.62,1.0
2024-07-03,04:02:00,219.62,219.62,219.62,219.62,0.0
2024-07-03,04:03:00,219.69,219.69,219.69,219.69,4.9
2024-07-03,04:04:00,219.69,219.69,219.69,219.69,0.0
2024-07-03,04:05:00,219.69,219.69,219.69,219.69,0.0
2024-07-03,04:06:00,219.69,219.69,219.69,219.69,0.0
2024-07-03,04:07:00,219.69,219.69,219.69,219.69,0.0
2024-07-03,04:08:00,219.69,219.69,219.69,219.69,0.0
2024-07-03,04:09:00,219.65,219.66,219.65,219.66,4.38
2024-07-03,04:10:00,219.66,219.66,219.66,219.66,0.0
2024-07-03,04:11:00,219.66,219.66,219.66,219.66,0.0
2024-07-03,04:12:00,219.7,219.7,219.7,219.7,1.0
2024-07-03,04:13:00,219.64,219.64,219.6,219.61,15.5
2024-07-03,04:14:00,219.61,219.61,219.61,219.61,0.0
2024-07-03,04:15:00,219.65,219.67,219.61,219.66,13.52
2024-07-03,04:16:00,219.66,219.66,219.66,219.66,0.0
2024-07-03,04:17:00,219.66,219.66,219.66,219.66,0.0
2024-07-03,04:18:00,219.66,219.66,219.66,219.66,0.0
2024-07-03,04:19:00,219.63,219.63,219.61,219.61,5.85
2024-07-03,04:20:00,219.61,219.61,219.61,219.61,0.0
2024-07-03,04:21:00,219.62,219.62,219.61,219.61,2.0
2024-07-03,04:22:00,219.61,219.61,219.61,219.61,0.0
2024-07-03,04:23:00,219.61,219.61,219.61,219.61,0.0
2024-07-03,04:24:00,219.61,219.61,219.61,219.61,0.0
2024-07-03,04:25:00,219.61,219.61,219.61,219.61,0.0
2024-07-03,04:26:00,219.61,219.61,219.61,219.61,3.7
2024-07-03,04:27:00,219.61,219.61,219.61,219.61,2.09
2024-07-03,04:28:00,219.51,219.51,219.51,219.51,1.0
2024-07-03,04:29:00,219.56,219.56,219.56,219.56,1.0
2024-07-03,04:30:00,219.56,219.56,219.56,219.56,0.0
2024-07-03,04:31:00,219.56,219.56,219.56,219.56,0.0
2024-07-03,04:32:00,219.56,219.56,219.56,219.56,0.0
2024-07-03,04:33:00,219.56,219.56,219.56,219.56,0.0
2024-07-03,04:34:00,219.56,219.56,219.56,219.56,0.0
2024-07-03,04:35:00,219.56,219.56,219.56,219.56,0.0
2024-07-03,04:36:00,219.56,219.56,219.56,219.56,0.0
2024-07-03,04:37:00,219.56,219.56,219.5,219.5,21.58
2024-07-03,04:38:00,219.49,219.5,219.49,219.5,2.0
2024-07-03,04:39:00,219.52,219.52,219.51,219.51,4.0
2024-07-03,04:40:00,219.51,219.51,219.51,219.51,0.0
2024-07-03,04:41:00,219.53,219.53,219.53,219.53,5.0
