Date,Time,Open,High,Low,Close,Volume
2024-08-01,03:00:00,223.8,223.8,223.4,223.43,10.67
2024-08-01,03:01:00,223.45,223.6,223.34,223.6,34.99
2024-08-01,03:02:00,223.6,223.6,223.6,223.6,0.0
2024-08-01,03:03:00,223.6,223.6,223.6,223.6,0.0
2024-08-01,03:04:00,223.42,223.42,223.42,223.42,1.21
2024-08-01,03:05:00,223.5,223.5,223.5,223.5,1.0
2024-08-01,03:06:00,223.49,223.52,223.49,223.52,3.0
2024-08-01,03:07:00,223.4,223.4,223.4,223.4,3.48
2024-08-01,03:08:00,223.24,223.47,223.24,223.47,3.36
2024-08-01,03:09:00,223.41,223.41,223.0,223.0,6.0
2024-08-01,03:10:00,223.2,223.2,223.14,223.15,8.0
2024-08-01,03:11:00,223.17,223.28,223.17,223.27,6.0
2024-08-01,03:12:00,223.02,223.02,223.0,223.0,2.99
2024-08-01,03:13:00,223.0,223.0,223.0,223.0,0.0
2024-08-01,03:14:00,223.0,223.0,223.0,223.0,0.0
2024-08-01,03:15:00,222.97,222.98,222.97,222.98,2.0
2024-08-01,03:16:00,223.0,223.0,223.0,223.0,4.26
2024-08-01,03:17:00,223.1,223.11,223.1,223.11,31.53
2024-08-01,03:18:00,223.11,223.11,223.11,223.11,0.0
2024-08-01,03:19:00,223.11,223.11,223.11,223.11,0.0
2024-08-01,03:20:00,223.1,223.1,223.02,223.02,7.67
2024-08-01,03:21:00,223.0,223.0,223.0,223.0,4.0
2024-08-01,03:22:00,222.84,222.84,222.84,222.84,1.0
2024-08-01,03:23:00,222.84,222.84,222.84,222.84,0.0
2024-08-01,03:24:00,222.7,222.7,222.7,222.7,1.0
2024-08-01,03:25:00,222.7,222.7,222.7,222.7,0.0
2024-08-01,03:26:00,222.79,223.0,222.79,222.87,22.37
2024-08-01,03:27:00,222.87,222.87,222.87,222.87,0.0
2024-08-01,03:28:00,222.78,222.78,222.78,222.78,1.0
2024-08-01,03:29:00,222.78,222.78,222.78,222.78,0.0
2024-08-01,03:30:00,222.78,222.78,222.78,222.78,0.0
2024-08-01,03:31:00,222.78,222.78,222.78,222.78,0.0
2024-08-01,03:32:00,222.78,222.78,222.78,222.78,0.0
2024-08-01,03:33:00,223.0,223.17,223.0,223.17,18.21
2024-08-01,03:34:00,223.16,223.17,223.16,223.17,2.0
2024-08-01,03:35:00,223.17,223.17,223.17,223.17,0.0
2024-08-01,03:36:00,223.17,223.17,223.17,223.17,0.0
2024-08-01,03:37:00,223.17,223.17,223.17,223.17,0.0
2024-08-01,03:38:00,223.17,223.17,223.17,223.17,0.0
2024-08-01,03:39:00,223.0,223.0,222.83,222.83,6.46
2024-08-01,03:40:00,222.83,222.83,222.83,222.83,0.0
2024-08-01,03:41:00,222.83,222.83,222.83,222.83,0.0
2024-08-01,03:42:00,222.83,222.83,222.83,222.83,0.0
2024-08-01,03:43:00,222.8,222.8,222.8,222.8,12.49
2024-08-01,03:44:00,222.8,222.8,222.8,222.8,0.0
2024-08-01,03:45:00,222.8,222.8,222.8,222.8,0.0
2024-08-01,03:46:00,223.0,223.0,223.0,223.0,1.02
2024-08-01,03:47:00,223.0,223.0,223.0,223.0,0.0
2024-08-01,03:48:00,223.0,223.0,222.99,222.99,4.49
2024-08-01,03:49:00,222.99,222.99,222.99,222.99,0.0
2024-08-01,03:50:00,223.11,223.11,223.11,223.11,2.0
2024-08-01,03:51:00,223.12,223.12,223.11,223.12,5.61
2024-08-01,03:52:00,223.12,223.12,223.12,223.12,0.0
2024-08-01,03:53:00,223.05,223.05,223.05,223.05,1.35
2024-08-01,03:54:00,223.05,223.05,223.05,223.05,0.0
2024-08-01,03:55:00,223.05,223.05,223.05,223.05,0.0
2024-08-01,03:56:00,223.05,223.05,223.05,223.05,0.0
2024-08-01,03:57:00,223.05,223.05,223.05,223.05,0.0
