Date,Time,Open,High,Low,Close,Volume
2023-11-30,03:02:00,189.44,189.44,189.44,189.44,1.31
2023-11-30,03:03:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,03:04:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,03:05:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,03:06:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,03:07:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,03:08:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,03:09:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,03:10:00,189.6,189.6,189.48,189.48,5.05
2023-11-30,03:11:00,189.46,189.46,189.46,189.46,1.0
2023-11-30,03:12:00,189.4,189.4,189.4,189.4,1.0
2023-11-30,03:13:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,03:14:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,03:15:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,03:16:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,03:17:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,03:18:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,03:19:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,03:20:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,03:21:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,03:22:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,03:23:00,189.43,189.43,189.43,189.43,1.0
2023-11-30,03:24:00,189.43,189.43,189.43,189.43,0.0
2023-11-30,03:25:00,189.43,189.43,189.43,189.43,0.0
2023-11-30,03:26:00,189.43,189.43,189.43,189.43,0.0
2023-11-30,03:27:00,189.43,189.43,189.43,189.43,0.0
2023-11-30,03:28:00,189.43,189.43,189.43,189.43,0.0
2023-11-30,03:29:00,189.43,189.43,189.43,189.43,0.0
2023-11-30,03:30:00,189.43,189.43,189.43,189.43,0.0
2023-11-30,03:31:00,189.43,189.43,189.43,189.43,0.0
2023-11-30,03:32:00,189.42,189.44,189.42,189.44,3.0
2023-11-30,03:33:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,03:34:00,189.39,189.39,189.39,189.39,2.3
2023-11-30,03:35:00,189.39,189.39,189.39,189.39,0.0
2023-11-30,03:36:00,189.4,189.4,189.4,189.4,4.0
2023-11-30,03:37:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,03:38:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,03:39:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,03:40:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,03:41:00,189.31,189.31,189.31,189.31,2.0
2023-11-30,03:42:00,189.31,189.31,189.31,189.31,0.0
2023-11-30,03:43:00,189.31,189.31,189.31,189.31,0.0
2023-11-30,03:44:00,189.31,189.31,189.31,189.31,0.0
2023-11-30,03:45:00,189.31,189.31,189.31,189.31,0.0
2023-11-30,03:46:00,189.31,189.31,189.31,189.31,0.0
2023-11-30,03:47:00,189.35,189.35,189.35,189.35,1.0
2023-11-30,03:48:00,189.35,189.35,189.35,189.35,0.0
2023-11-30,03:49:00,189.35,189.35,189.35,189.35,0.0
2023-11-30,03:50:00,189.35,189.35,189.35,189.35,0.0
2023-11-30,03:51:00,189.35,189.35,189.35,189.35,0.0
2023-11-30,03:52:00,189.35,189.35,189.35,189.35,0.0
2023-11-30,03:53:00,189.35,189.35,189.35,189.35,0.0
2023-11-30,03:54:00,189.35,189.35,189.35,189.35,0.0
2023-11-30,03:55:00,189.35,189.35,189.35,189.35,0.0
2023-11-30,03:56:00,189.35,189.35,189.35,189.35,0.0
2023-11-30,03:57:00,189.35,189.35,189.35,189.35,0.0
2023-11-30,03:58:00,189.35,189.35,189.35,189.35,0.0
2023-11-30,03:59:00,189.5,189.5,189.5,189.5,1.0
2023-11-30,04:00:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:01:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:02:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:03:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:04:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:05:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:06:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:07:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:08:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:09:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:10:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:11:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:12:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:13:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:14:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:15:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:16:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:17:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:18:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:19:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:20:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:21:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:22:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:23:00,189.45,189.45,189.45,189.45,2.25
2023-11-30,04:24:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,04:25:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,04:26:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,04:27:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,04:28:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,04:29:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,04:30:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,04:31:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,04:32:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,04:33:00,189.48,189.48,189.48,189.48,2.24
2023-11-30,04:34:00,189.48,189.48,189.48,189.48,0.0
2023-11-30,04:35:00,189.48,189.48,189.48,189.48,0.0
2023-11-30,04:36:00,189.48,189.48,189.48,189.48,0.0
2023-11-30,04:37:00,189.47,189.5,189.47,189.5,6.11
2023-11-30,04:38:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:39:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:40:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:41:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:42:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:43:00,189.5,189.5,189.5,189.5,0.0
2023-11-30,04:44:00,189.44,189.44,189.44,189.44,1.16
2023-11-30,04:45:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,04:46:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,04:47:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,04:48:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,04:49:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,04:50:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,04:51:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,04:52:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,04:53:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,04:54:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,04:55:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,04:56:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,04:57:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,04:58:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,04:59:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:00:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:01:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:02:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:03:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:04:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:05:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:06:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:07:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:08:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:09:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:10:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:11:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:12:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:13:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:14:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:15:00,189.44,189.44,189.44,189.44,0.0
2023-11-30,05:16:00,189.51,189.51,189.51,189.51,1.0
2023-11-30,05:17:00,189.49,189.49,189.43,189.43,51.67
2023-11-30,05:18:00,189.43,189.43,189.43,189.43,0.0
2023-11-30,05:19:00,189.43,189.43,189.43,189.43,0.0
2023-11-30,05:20:00,189.43,189.43,189.43,189.43,0.0
2023-11-30,05:21:00,189.43,189.43,189.43,189.43,0.0
2023-11-30,05:22:00,189.43,189.43,189.43,189.43,0.0
2023-11-30,05:23:00,189.38,189.38,189.38,189.38,3.55
2023-11-30,05:24:00,189.38,189.38,189.38,189.38,0.0
2023-11-30,05:25:00,189.45,189.45,189.45,189.45,1.0
2023-11-30,05:26:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,05:27:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,05:28:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,05:29:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,05:30:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,05:31:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,05:32:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,05:33:00,189.45,189.45,189.45,189.45,0.0
2023-11-30,05:34:00,189.47,189.52,189.47,189.52,2.19
2023-11-30,05:35:00,189.52,189.52,189.52,189.52,0.0
2023-11-30,05:36:00,189.52,189.52,189.52,189.52,0.0
2023-11-30,05:37:00,189.52,189.52,189.52,189.52,0.0
2023-11-30,05:38:00,189.52,189.52,189.52,189.52,0.0
2023-11-30,05:39:00,189.52,189.52,189.52,189.52,0.0
2023-11-30,05:40:00,189.52,189.52,189.52,189.52,0.0
2023-11-30,05:41:00,189.4,189.4,189.4,189.4,1.0
2023-11-30,05:42:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:43:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:44:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:45:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:46:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:47:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:48:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:49:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:50:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:51:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:52:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:53:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:54:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:55:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:56:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:57:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:58:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,05:59:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,06:00:00,189.4,189.4,189.4,189.4,0.0
2023-11-30,06:01:00,189.56,189.56,189.56,189.56,1.25
2023-11-30,06:02:00,189.56,189.56,189.56,189.56,0.0
2023-11-30,06:03:00,189.56,189.56,189.56,189.56,0.0
2023-11-30,06:04:00,189.56,189.56,189.56,189.56,0.0
2023-11-30,06:05:00,189.56,189.56,189.56,189.56,0.0
2023-11-30,06:06:00,189.65,189.65,189.65,189.65,23.29
2023-11-30,06:07:00,189.69,189.7,189.69,189.7,6.0
2023-11-30,06:08:00,189.74,189.74,189.74,189.74,1.0
2023-11-30,06:09:00,189.74,189.75,189.74,189.75,2.0
2023-11-30,06:10:00,189.79,189.79,189.79,189.79,3.0
2023-11-30,06:11:00,189.79,189.79,189.79,189.79,0.0
2023-11-30,06:12:00,189.8,189.85,189.8,189.85,14.64
2023-11-30,06:13:00,189.88,189.88,189.88,189.88,1.2
2023-11-30,06:14:00,189.87,189.92,189.87,189.92,51.57
