Date,Time,Open,High,Low,Close,Volume
2024-10-01,03:00:00,233.33,233.33,233.33,233.33,6.82
2024-10-01,03:01:00,233.37,233.37,233.33,233.33,5.5
2024-10-01,03:02:00,233.33,233.33,233.33,233.33,0.0
2024-10-01,03:03:00,233.33,233.33,233.33,233.33,0.0
2024-10-01,03:04:00,233.33,233.33,233.26,233.26,4.37
2024-10-01,03:05:00,233.26,233.26,233.26,233.26,0.0
2024-10-01,03:06:00,233.26,233.26,233.26,233.26,0.0
2024-10-01,03:07:00,233.15,233.17,233.15,233.17,2.5
2024-10-01,03:08:00,233.12,233.12,233.12,233.12,2.8
2024-10-01,03:09:00,233.12,233.12,233.12,233.12,0.0
2024-10-01,03:10:00,233.12,233.12,233.12,233.12,0.0
2024-10-01,03:11:00,233.12,233.12,233.12,233.12,0.0
2024-10-01,03:12:00,233.12,233.12,233.12,233.12,0.0
2024-10-01,03:13:00,233.12,233.12,233.12,233.12,0.0
2024-10-01,03:14:00,233.12,233.12,233.12,233.12,0.0
2024-10-01,03:15:00,233.12,233.12,233.12,233.12,0.0
2024-10-01,03:16:00,233.12,233.12,233.12,233.12,0.0
2024-10-01,03:17:00,233.08,233.12,233.08,233.12,3.94
2024-10-01,03:18:00,233.12,233.12,233.12,233.12,0.0
2024-10-01,03:19:00,233.12,233.12,233.12,233.12,0.0
2024-10-01,03:20:00,233.12,233.12,233.12,233.12,0.0
2024-10-01,03:21:00,233.08,233.08,233.08,233.08,2.94
2024-10-01,03:22:00,233.08,233.08,233.08,233.08,0.0
2024-10-01,03:23:00,233.08,233.08,233.08,233.08,0.0
2024-10-01,03:24:00,233.13,233.13,233.12,233.12,5.0
2024-10-01,03:25:00,233.13,233.13,233.12,233.12,4.0
2024-10-01,03:26:00,233.19,233.19,233.19,233.19,1.4
2024-10-01,03:27:00,233.19,233.19,233.19,233.19,0.0
2024-10-01,03:28:00,233.19,233.19,233.19,233.19,0.0
2024-10-01,03:29:00,233.19,233.19,233.19,233.19,0.0
2024-10-01,03:30:00,233.19,233.19,233.19,233.19,0.0
2024-10-01,03:31:00,233.19,233.19,233.19,233.19,0.0
2024-10-01,03:32:00,233.19,233.19,233.19,233.19,0.0
2024-10-01,03:33:00,233.19,233.19,233.19,233.19,0.0
2024-10-01,03:34:00,233.19,233.19,233.19,233.19,0.0
2024-10-01,03:35:00,233.19,233.19,233.19,233.19,0.0
2024-10-01,03:36:00,233.19,233.19,233.19,233.19,0.0
2024-10-01,03:37:00,233.19,233.19,233.19,233.19,0.0
2024-10-01,03:38:00,233.19,233.19,233.19,233.19,0.0
2024-10-01,03:39:00,233.25,233.28,233.25,233.28,3.15
2024-10-01,03:40:00,233.28,233.28,233.28,233.28,0.0
2024-10-01,03:41:00,233.28,233.28,233.23,233.23,10.62
2024-10-01,03:42:00,233.21,233.27,233.2,233.27,9.0
2024-10-01,03:43:00,233.27,233.27,233.27,233.27,0.0
